iter	Logloss
161	0.2631673929
162	0.2629178827
163	0.2625842687
164	0.2622221712
165	0.2620423359
166	0.2614643008
167	0.2613516761
168	0.2611023601
169	0.2607945915
170	0.2603514502
171	0.2599434064
172	0.2597471703
173	0.2595631975
174	0.259088055
175	0.2587313738
176	0.2585947149
177	0.2583799653
178	0.2581213664
179	0.257823771
180	0.2572115795
181	0.2569685865
182	0.2567716647
183	0.2564916481
184	0.2563036304
185	0.2561342765
186	0.2558923154
187	0.2556523867
188	0.2553828481
189	0.2551778385
190	0.2549997264
191	0.2547940934
192	0.254494596
193	0.2541158905
194	0.2538725996
195	0.253503767
196	0.2533157651
197	0.2530786483
198	0.252841275
199	0.252643277
200	0.2523139115
201	0.2520753591
202	0.2517948474
203	0.2515297246
204	0.2512345204
205	0.2510219121
206	0.2508161951
207	0.2506574989
208	0.2504181051
209	0.2501571049
210	0.2498578346
211	0.249608044
212	0.2493486647
213	0.2492561538
214	0.2490125266
215	0.2489212826
216	0.2488049392
217	0.2485753897
218	0.2484345951
219	0.2481496326
220	0.2478407754
221	0.2476018179
222	0.2474941838
223	0.2472535297
224	0.2471426164
225	0.2469512071
226	0.2468326889
227	0.2467061749
228	0.2465759078
229	0.2463854318
230	0.2462178295
231	0.2460535352
232	0.2458841268
233	0.245677161
234	0.2455624815
235	0.2453816468
236	0.2452025809
237	0.2450266164
238	0.2447206708
239	0.2444471264
240	0.2441634295
241	0.2440326583
242	0.2437540198
243	0.2435937827
244	0.2434129853
245	0.2432905403
246	0.2430487672
247	0.2427116704
248	0.2425557826
249	0.2423020858
250	0.2421215256
251	0.2420376175
252	0.2418764615
253	0.241711183
254	0.2415741768
255	0.2413172934
256	0.2411412656
257	0.2409633523
258	0.2407562511
259	0.2405590805
260	0.2401784325
261	0.2400519402
262	0.2397915787
263	0.2396048055
264	0.2393550094
265	0.2392004622
266	0.2390087071
267	0.2388129291
268	0.2385484164
269	0.2383709822
270	0.2382479759
271	0.2379164538
272	0.2375186286
273	0.2373459276
274	0.2370470666
275	0.236920138
276	0.236793309
277	0.236440757
278	0.2362309572
279	0.2360611836
280	0.2359717559
281	0.2357715168
282	0.2355462548
283	0.2353820733
284	0.2352348616
285	0.2349614145
286	0.2348056936
287	0.2345655768
288	0.2343591066
289	0.2342429164
290	0.2340379526
291	0.2338590324
292	0.2337632999
293	0.2335444527
294	0.2333864241
295	0.2331794504
296	0.2329055397
297	0.2328387028
298	0.2325828172
299	0.2324469494
300	0.2323363407
301	0.2321995047
302	0.2320075886
303	0.2319107374
304	0.2317269775
305	0.2315564734
306	0.23141336
307	0.2311673511
308	0.2309233559
309	0.2307873626
310	0.2306603312
311	0.2304015753
312	0.2302874608
313	0.2301563333
314	0.2299839703
315	0.2298451741
316	0.2296000866
317	0.2293575967
318	0.2292131043
319	0.2289234321
320	0.2287713744
321	0.2285598327
322	0.2284028366
323	0.228176014
324	0.227885485
325	0.2277345405
326	0.2275208952
327	0.2273281371
328	0.2271147495
329	0.2270439562
330	0.2267862818
331	0.2266090867
332	0.2263407849
333	0.226122378
334	0.2257737633
335	0.2255927224
336	0.2253648517
337	0.2252298236
338	0.2250724758
339	0.2249367375
340	0.2247434199
341	0.2244716162
342	0.2243035838
343	0.2241631127
344	0.2239232611
345	0.2237553504
346	0.2234876284
347	0.2232847974
348	0.2231604992
349	0.2229790637
350	0.2228359597
351	0.2227036683
352	0.2225144075
353	0.2223572233
354	0.2222656869
355	0.2219921819
356	0.2217743383
357	0.2216282691
358	0.221519634
359	0.2213771788
360	0.221237829
361	0.2209806916
362	0.2206481114
363	0.2205599007
364	0.2203306865
365	0.2200469182
366	0.2198605628
367	0.2195845403
368	0.2193839769
369	0.2192608395
370	0.2189704648
371	0.2188467974
372	0.2186838133
373	0.2184296631
374	0.218349978
375	0.2181760082
376	0.2180640324
377	0.2178731035
378	0.2177503074
379	0.2174524352
380	0.2173259062
381	0.2171791464
382	0.2170025625
383	0.216825758
384	0.2166608189
385	0.2165058307
386	0.2163639012
387	0.2162491558
388	0.2159197157
389	0.2157682813
390	0.2156001594
391	0.2154814656
392	0.2153370276
393	0.2152017167
394	0.2151020663
395	0.2149701204
396	0.2148222903
397	0.2146269424
398	0.2143881383
399	0.2142405115
400	0.2141433844
401	0.2140094145
402	0.2138644607
403	0.213675381
404	0.2135562414
405	0.2133715098
406	0.2132354536
407	0.2130709038
408	0.2125740675
409	0.2123863987
410	0.2121076686
411	0.21195873
412	0.2118378036
413	0.2117211572
414	0.2115856517
415	0.2114391889
416	0.2112430862
417	0.2110338622
418	0.210836838
419	0.2106950579
420	0.2106138611
421	0.2102810246
422	0.2101626595
423	0.2099075269
424	0.2097228149
425	0.2096477817
426	0.2094116947
427	0.2092777427
428	0.2091371079
429	0.2089148886
430	0.2088414799
431	0.2087568256
432	0.2086384501
433	0.2084839863
434	0.2083207907
435	0.208173344
436	0.2080461077
437	0.2078865282
438	0.2077867135
439	0.2075749082
440	0.2074647148
441	0.2072876877
442	0.2071651456
443	0.207023757
444	0.2068950761
445	0.2067905611
446	0.2066169707
447	0.2064249988
448	0.2063284005
449	0.2060848757
450	0.2059361343
451	0.2057916416
452	0.2056558991
453	0.2055648167
454	0.2054867583
455	0.2053686104
456	0.2052374731
457	0.2050268337
458	0.2048670378
459	0.2047545655
460	0.2045339897
461	0.204368186
462	0.2042633732
463	0.2041540799
464	0.2038604865
465	0.2035878998
466	0.2034685006
467	0.2033517638
468	0.2032375452
469	0.2031073142
470	0.2029630821
471	0.202864147
472	0.2028134026
473	0.2026777398
474	0.2025272152
475	0.2024017728
476	0.2022652618
477	0.2021760187
478	0.2020907773
479	0.20192531
480	0.2018028463
481	0.2017165743
482	0.201517485
483	0.2013883206
484	0.2013196074
485	0.2011728528
486	0.201031767
487	0.2008600488
488	0.2007601078
489	0.2005563657
490	0.2004323048
491	0.2003111457
492	0.2001667544
493	0.1999750754
494	0.1998462088
495	0.1997399087
496	0.199610728
497	0.1995225009
498	0.1994028509
499	0.1992840012
500	0.1991215439
501	0.1989973975
502	0.1988222384
503	0.1987579011
504	0.1985812938
505	0.1984932499
506	0.198292539
507	0.1980984836
508	0.1979777116
509	0.1978129894
510	0.1976552913
511	0.1975189445
512	0.1974010122
513	0.197278319
514	0.1971886511
515	0.197076299
516	0.1969777599
517	0.1968760843
518	0.1967540519
519	0.1966208127
520	0.1965204457
521	0.196376398
522	0.1962889381
523	0.1961746137
524	0.1960776866
525	0.1959621616
526	0.1958518337
527	0.1955979074
528	0.1953987678
529	0.1952672659
530	0.1951627404
531	0.1950744434
532	0.1949584854
533	0.1948412097
534	0.1947623969
535	0.1946540653
536	0.1944217694
537	0.1942781191
538	0.1941356688
539	0.1940472047
540	0.1939468515
541	0.1936821411
542	0.1935794952
543	0.1934238755
544	0.1933322158
545	0.1929713093
546	0.1928835374
547	0.1927632009
548	0.1925980363
549	0.1924904793
550	0.1923299901
551	0.1922300603
552	0.1920877903
553	0.1919528106
554	0.1918358312
555	0.1916783416
556	0.1915863436
557	0.1915012416
558	0.1913351551
559	0.191171432
560	0.191051551
561	0.1909520461
562	0.190868314
563	0.1907499808
564	0.1905421084
565	0.1904220584
566	0.1902695168
567	0.1901320223
568	0.1900618616
569	0.1899803046
570	0.1898306506
571	0.1897240511
572	0.1896365806
573	0.1895097
574	0.1893865183
575	0.189299437
576	0.1891501666
577	0.1890690996
578	0.1889706537
579	0.1888864797
580	0.1887424079
581	0.1886381343
582	0.1884767424
583	0.1883073127
584	0.1882060321
585	0.188123293
586	0.1880278031
587	0.1879318372
588	0.187806802
589	0.1877648468
590	0.1875753428
591	0.1874976183
592	0.1873585803
593	0.1872631986
594	0.1871839907
595	0.1870530834
596	0.1869626229
597	0.1867482893
598	0.1866608479
599	0.1865976391
600	0.1864804056
601	0.1863050832
602	0.1861920983
603	0.1861030276
604	0.1859803354
605	0.1858523476
606	0.1858008911
607	0.1856730967
608	0.185547079
609	0.1854408757
610	0.1853458216
611	0.1852452461
612	0.185131713
613	0.1850163405
614	0.1849126274
615	0.1847732549
616	0.1846546188
617	0.184507323
618	0.1844267299
619	0.1843564331
620	0.1842312872
621	0.1841499539
622	0.1840328782
623	0.1838830742
624	0.1837682106
625	0.1836656778
626	0.1834300805
627	0.1832606539
628	0.1831842072
629	0.18307922
630	0.182950287
631	0.1827793561
632	0.182660145
633	0.1825972247
634	0.182512133
635	0.1824163804
636	0.1823519276
637	0.1822156033
638	0.1820601496
639	0.1820034218
640	0.1817835438
641	0.1816955546
642	0.1816034862
643	0.1814947712
644	0.1813476248
645	0.181255284
646	0.1811712972
647	0.1810221163
648	0.180902971
649	0.1807963983
650	0.1806894604
651	0.1806063602
652	0.1804258517
653	0.1803592029
654	0.1802920038
655	0.1801332719
656	0.1800782253
657	0.179985374
658	0.1799023927
659	0.1797950749
660	0.1797327643
661	0.1796332061
662	0.1795384591
663	0.1793281716
664	0.1792653436
665	0.1791786406
666	0.1791109019
667	0.1789807605
668	0.1789177134
669	0.17883692
670	0.1787260975
671	0.1786296124
672	0.1785356308
673	0.1784602506
674	0.1783746863
675	0.1782789413
676	0.178157762
677	0.1780882043
678	0.178007601
679	0.1778940846
680	0.1776995417
681	0.1775883855
682	0.1774503963
683	0.1772898873
684	0.1771923746
685	0.1771461161
686	0.1770209056
687	0.1769445838
688	0.1768800667
689	0.1767176501
690	0.1766363099
691	0.1765122384
692	0.1764436456
693	0.1763073303
694	0.176072036
695	0.1759848963
696	0.1758466412
697	0.1757331006
698	0.1756045343
699	0.1755185473
700	0.1754025134
701	0.1753298132
702	0.1752311283
703	0.1751587179
704	0.1749920869
705	0.1748803476
706	0.1747858802
707	0.1746948878
708	0.1746266589
709	0.1744888615
710	0.1743245493
711	0.1742465763
712	0.174154829
713	0.1741155383
714	0.1740242491
715	0.1739490022
716	0.1738073377
717	0.1737165664
718	0.1736528457
719	0.1735208751
720	0.1734432156
721	0.1732759157
722	0.1731712421
723	0.1730568983
724	0.172980008
725	0.1728915022
726	0.1728363113
727	0.1727208764
728	0.1726217832
729	0.1724725311
730	0.172352229
731	0.1722730588
732	0.1721798085
733	0.17203868
734	0.1719586708
735	0.1718910945
736	0.1718047007
737	0.1717279706
738	0.1716513598
739	0.171582576
740	0.1714802346
741	0.1713579254
742	0.1711573697
743	0.1710620882
744	0.1710091449
745	0.1709386213
746	0.1708797819
747	0.1707426565
748	0.1706467016
749	0.1706041911
750	0.1705465754
751	0.1704444529
752	0.1703120855
753	0.1702283812
754	0.1701539064
755	0.1699950983
756	0.1699025723
757	0.1697919602
758	0.1695931721
759	0.1694466073
760	0.1693328165
761	0.1692539184
762	0.1691698553
763	0.1690713085
764	0.1689667173
765	0.1688930217
766	0.168757093
767	0.1685780719
768	0.1685200347
769	0.1683699114
770	0.1682421469
771	0.1681709169
772	0.1680497188
773	0.1679359345
774	0.1678150561
775	0.1677136544
776	0.1676148249
777	0.1675177445
778	0.1674324716
779	0.1673602118
780	0.1672963082
781	0.1671790433
782	0.1670786422
783	0.1669862736
784	0.1669117496
785	0.1668272956
786	0.1666803135
787	0.166572784
788	0.1665244595
789	0.1663616537
790	0.1662729354
791	0.1661801229
792	0.1661211206
793	0.1660493443
794	0.1659530755
795	0.1658899602
796	0.1658225834
797	0.1657737462
798	0.1657009358
799	0.165603285
800	0.1654871672
801	0.1653654776
802	0.1652922359
803	0.1652000726
804	0.1651475674
805	0.1651026585
806	0.1649976094
807	0.1649391464
808	0.1648774849
809	0.1648179446
810	0.1647376746
811	0.1646772346
812	0.1645936313
813	0.1645203012
814	0.1644575782
815	0.1643960177
816	0.1642771374
817	0.1641976392
818	0.1641302301
819	0.164030536
820	0.1639496692
821	0.1638858508
822	0.1638248718
823	0.1637424383
824	0.1636696173
825	0.1635943111
826	0.1635275452
827	0.163461872
828	0.1633664398
829	0.1632521968
830	0.1631521437
831	0.1630582469
832	0.1629380133
833	0.1628649387
834	0.1628102741
835	0.1627477057
836	0.1626512509
837	0.1625768667
838	0.1625183375
839	0.1624096031
840	0.1623299447
841	0.1622365769
842	0.1619927971
843	0.1619171309
844	0.1617466333
845	0.1616555445
846	0.1615625617
847	0.1614611781
848	0.1613370622
849	0.1612284577
850	0.1611027114
851	0.1610506195
852	0.1609727976
853	0.1608785285
854	0.1608096383
855	0.1607331935
856	0.1607030691
857	0.1606268573
858	0.160529595
859	0.1604138435
860	0.1603019354
861	0.160232396
862	0.1601351322
863	0.1600951901
864	0.1600422332
865	0.1599599921
866	0.1598781024
867	0.1597074222
868	0.1596346527
869	0.1595254716
870	0.1594314228
871	0.15938301
872	0.1592772113
873	0.1591595132
874	0.159089285
875	0.1590007855
876	0.158923269
877	0.1588452098
878	0.1587550509
879	0.1586715377
880	0.1586079927
881	0.1585243111
882	0.1584900716
883	0.158333787
884	0.1582754145
885	0.1581910406
886	0.158081137
887	0.1579967601
888	0.1579132609
889	0.1577938621
890	0.1577400784
891	0.1576784224
892	0.1576189963
893	0.1575103399
894	0.157468786
895	0.1573534121
896	0.1573051201
897	0.1572266685
898	0.1571952887
899	0.1571404917
900	0.157065768
901	0.1569881301
902	0.156937413
903	0.1568552428
904	0.1567556286
905	0.1566995627
906	0.1566056017
907	0.1565302109
908	0.1564596933
909	0.156370098
910	0.1563068432
911	0.1562411365
912	0.1561739217
913	0.1560839779
914	0.1560349509
915	0.1559731856
916	0.1559343055
917	0.1558515023
918	0.1557480773
919	0.1556738581
920	0.1556148029
921	0.155530801
922	0.1554658296
923	0.1554075974
924	0.1553391118
925	0.1552797048
926	0.1552085511
927	0.1551656356
928	0.1551045872
929	0.1550212138
930	0.1549513638
931	0.1548625518
932	0.1547776659
933	0.154655385
934	0.1546041396
935	0.1545421085
936	0.1544560358
937	0.1544258579
938	0.1543490749
939	0.1542706772
940	0.154228244
941	0.1541740897
942	0.1540895367
943	0.1540025086
944	0.1539485528
945	0.1538434267
946	0.1537854844
947	0.1537182186
948	0.1535988102
949	0.1535626938
950	0.1534859224
951	0.1534454856
952	0.1533305602
953	0.1532402032
954	0.1531744426
955	0.1531129449
956	0.1529895392
957	0.1528455198
958	0.1527564951
959	0.1526838964
960	0.1525863266
961	0.1524782402
962	0.1524256273
963	0.1523275734
964	0.1522377386
965	0.15214258
966	0.1520738193
967	0.1520284118
968	0.1519596253
969	0.1519001687
970	0.151851868
971	0.151784753
972	0.1517171853
973	0.1516509267
974	0.1516009438
975	0.1515255226
976	0.151460482
977	0.1513861446
978	0.1512859188
979	0.1511265279
980	0.1510677997
981	0.1510081486
982	0.1509438422
983	0.1508474619
984	0.150760805
985	0.1506548456
986	0.1505797613
987	0.1505148795
988	0.1504497407
989	0.1503801591
990	0.1502875335
991	0.1502015221
992	0.1501082965
993	0.1500727609
994	0.1500030892
995	0.1499048275
996	0.1498422718
997	0.1497732061
998	0.149694311
999	0.14957181
